id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
942765992957548964,https://www.airbnb.com/rooms/942765992957548964,20241225160317,2024-12-25,city scrape,Fratersplein,"This space is ideal for a couple to visit Ghent.  The house is located a few steps from the historic center, about 5 minutes walk to the tombs! <br />The room is only rented for 1 month due to bridging a period after which a new roommate will be added. The house itself is shared with 2 other people including myself. We are both very quiet and neat people.",,https://a0.muscache.com/pictures/miso/Hosting-942765992957548964/original/b767d5f8-017f-41da-b1d5-8ef6d0b0ec82.jpeg,164159420,https://www.airbnb.com/users/show/164159420,Emile,2017-12-25,"Evergem, Belgium","",within a day,67%,62%,f,https://a0.muscache.com/im/pictures/user/User-164159420/original/ba7d9cca-7c50-449b-961e-f7fe0b0533b1.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-164159420/original/ba7d9cca-7c50-449b-961e-f7fe0b0533b1.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Sluizeken - Tolhuis - Ham,,51.0619922,3.724874,Private room in home,Private room,2,1.0,1 bath,1,1,"[""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""TV"", ""Outdoor dining area"", ""Wifi""]",$61.00,2,31,2,2,31,31,2.0,31.0,,t,0,0,24,24,2024-12-25,14,9,0,2023-07-31,2024-11-17,4.86,4.86,4.5,4.93,4.93,5.0,4.86,,f,1,0,1,0,0.82
944668174068474688,https://www.airbnb.com/rooms/944668174068474688,20241225160317,2024-12-25,city scrape,Stijlvol app in Gent met open zicht op toplocatie,Spacious and stylish 2 bedroom apartment in the historic center of Ghent with open views of the Stadshal and the Belfort.,,https://a0.muscache.com/pictures/miso/Hosting-944668174068474688/original/c6b985f5-dec9-4f28-bcd8-c25df625ef4e.jpeg,45923541,https://www.airbnb.com/users/show/45923541,Pepijn,2015-10-06,"Destelbergen, Belgium","",within an hour,100%,83%,t,https://a0.muscache.com/im/pictures/user/User-45923541/original/d2b88e6c-15e6-47ee-9f39-01d9bd507d51.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-45923541/original/d2b88e6c-15e6-47ee-9f39-01d9bd507d51.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Binnenstad,,51.053591993481504,3.7242233883605858,Entire condo,Entire home/apt,4,1.0,1 bath,2,2,"[""Dishes and silverware"", ""Oven"", ""Room-darkening shades"", ""Coffee"", ""Cleaning available during stay"", ""Central heating"", ""Paid dryer \u2013 In unit"", ""Books and reading material"", ""Bed linens"", ""Cooking basics"", ""Coffee maker: Nespresso"", ""First aid kit"", ""Electric stove"", ""Baking sheet"", ""Shampoo"", ""Baby bath - available upon request"", ""Private entrance"", ""Hot water"", ""Wine glasses"", ""Elevator"", ""Baby safety gates"", ""Smoke alarm"", ""Long term stays allowed"", ""Shower gel"", ""Iron"", ""Paid washer \u2013 In unit"", ""TV"", ""Kitchen"", ""Dishwasher"", ""Self check-in"", ""Children\u2019s books and toys"", ""Freezer"", ""Laundromat nearby"", ""Hair dryer"", ""Essentials"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Dedicated workspace"", ""Smeg refrigerator"", ""Hangers"", ""Cleaning products"", ""Board games"", ""City skyline view"", ""Crib"", ""High chair"", ""Babysitter recommendations"", ""Hot water kettle"", ""Paid parking garage off premises"", ""Clothing storage: wardrobe"", ""Body soap"", ""Lockbox"", ""Wifi""]",$197.00,3,365,3,3,365,365,3.0,365.0,,t,20,44,74,303,2024-12-25,39,39,5,2024-03-24,2024-12-19,4.95,5.0,4.97,4.95,4.97,4.97,4.92,,f,1,1,0,0,4.22
946232101290602014,https://www.airbnb.com/rooms/946232101290602014,20241225160317,2024-12-25,city scrape,"Room in cosy, green, warm apartment","Room in a sunny apartment with south-facing terrace, a 15-minute walk from the beautiful historic center.<br /><br />The apartment is 5minutes walking from Gent-Dampoort bus- and train station, perfect to visit other city's such as Bruges, Brussels and Antwerp. Flixbus Dampoort and city buses are arriving/leaving also from Gent-Dampoort.<br /><br />The street is full of shops (Aldi, Carrefour, Kruidvat, Zeeman, Hubo, bakery's...)","The apartment is closeby train station Gent-Dampoort and Flixbus Dampoort (5min walking) as well as city busses. <br />The street is full of shops (Aldi, Carrefour, Kruidvat, Zeeman, Hubo, bakerys, ...)",https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6OTQ2MjMyMTAxMjkwNjAyMDE0/original/76409a48-acb5-4842-a1ff-c8a28ed1805c.jpeg,11007555,https://www.airbnb.com/users/show/11007555,Elien,2014-01-04,"Ghent, Belgium","",within a few hours,100%,81%,f,https://a0.muscache.com/im/pictures/user/User-11007555/original/e0c1a164-6dcd-49c4-b7ed-e460860ae0b5.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-11007555/original/e0c1a164-6dcd-49c4-b7ed-e460860ae0b5.jpeg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Gent, Vlaams Gewest, Belgium",Dampoort,,51.05629,3.74263,Private room in rental unit,Private room,2,9.5,9.5 baths,1,1,"[""Dishes and silverware"", ""Oven"", ""Room-darkening shades"", ""Coffee"", ""Shared backyard \u2013 Not fully fenced"", ""Central heating"", ""Paid street parking off premises"", ""Coffee maker: french press"", ""Cooking basics"", ""Private patio or balcony"", ""Blender"", ""Refrigerator"", ""Baking sheet"", ""Trash compactor"", ""Drying rack for clothing"", ""Hot water"", ""Wine glasses"", ""BBQ grill"", ""Smoke alarm"", ""Lock on bedroom door"", ""Pets allowed"", ""Barbecue utensils"", ""Kitchen"", ""Dishwasher"", ""Outdoor furniture"", ""Rice maker"", ""Freezer"", ""Free washer \u2013 In unit"", ""Hair dryer"", ""Mini fridge"", ""Toaster"", ""Outdoor dining area"", ""Essentials"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Board games"", ""Garden view"", ""Host greets you"", ""Stainless steel electric stove"", ""Microwave"", ""Bathtub"", ""Hot water kettle"", ""Bikes"", ""Extra pillows and blankets"", ""Smoking allowed"", ""Clothing storage: wardrobe"", ""Wifi""]",$55.00,3,365,3,3,365,365,3.0,365.0,,t,14,20,20,90,2024-12-25,60,50,3,2023-11-23,2024-12-11,4.95,5.0,4.97,4.95,4.97,4.62,4.92,,f,2,1,1,0,4.51
946846978637542138,https://www.airbnb.com/rooms/946846978637542138,20241225160317,2024-12-25,previous scrape,Leuk appartement in Gent,"Kick back and relax in this calm, stylish space.",,https://a0.muscache.com/pictures/hosting/Hosting-946846978637542138/original/88dca540-dbdd-4367-ae51-683b3d8dc053.jpeg,5094029,https://www.airbnb.com/users/show/5094029,Mathieu,2013-02-15,"Gent, Belgium","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/e4f5a9cf-907c-4857-9919-7b92a222eaea.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e4f5a9cf-907c-4857-9919-7b92a222eaea.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Wondelgem,,51.08799,3.7153,Entire condo,Entire home/apt,2,,1 bath,1,,"[""Dishes and silverware"", ""Smoke alarm"", ""Heating"", ""Coffee maker"", ""Kitchen"", ""TV"", ""Board games"", ""Free parking on premises"", ""Self check-in"", ""Refrigerator"", ""Lockbox"", ""Wifi""]",,5,20,5,5,20,20,5.0,20.0,,t,0,0,0,0,2024-12-25,3,2,0,2023-12-22,2024-10-24,5.0,4.33,5.0,5.0,5.0,4.67,4.67,,f,1,1,0,0,0.24
947549411945264319,https://www.airbnb.com/rooms/947549411945264319,20241225160317,2024-12-25,previous scrape,Bright & spacious 2nd floor,"Relax in this spacious and bright studio   on our 2nd floor. Private kitchen (in bedroom) + bathroom. Shared toilet on ground floor. Sleeps 2 (double bed with 2 mattresses, 1m60 by 200), extra mattress for families possible on request (padl). Washing machine and outdoor space (with trampoline, sitting area and picnict table) can also be used. Quiet green neighborhood, 3 km from Gent-Centrum. 250m from Gentbrugge train station, 650m from tram and bus stop to Gent-Centrum. Private parking.",,https://a0.muscache.com/pictures/miso/Hosting-947549411945264319/original/99d8f86c-a0b3-4dc3-90e1-c38b941a8685.jpeg,111271051,https://www.airbnb.com/users/show/111271051,Liesbet,2017-01-13,"Ghent, Belgium","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/643b51e8-cef1-406a-a4e9-4d8fad1ce623.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/643b51e8-cef1-406a-a4e9-4d8fad1ce623.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Oud Gentbrugge,,51.037978,3.7591922,Private room in home,Private room,2,,1.5 baths,,,"[""Dishes and silverware"", ""Room-darkening shades"", ""Coffee"", ""Central heating"", ""Bed linens"", ""Cooking basics"", ""Refrigerator"", ""Baking sheet"", ""Induction stove"", ""Drying rack for clothing"", ""Hot water"", ""Smoke alarm"", ""Lock on bedroom door"", ""Washer"", ""Shower gel"", ""Kitchen"", ""Outdoor furniture"", ""Self check-in"", ""Outdoor dining area"", ""Essentials"", ""Dining table"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Garden view"", ""Microwave"", ""Hot water kettle"", ""Free parking on premises"", ""Clothing storage: closet and wardrobe"", ""Extra pillows and blankets"", ""Shared backyard"", ""Free street parking"", ""Lockbox"", ""Wifi""]",,1,28,1,1,28,28,1.0,28.0,,t,0,0,0,0,2024-12-25,7,5,0,2023-08-03,2024-08-13,4.43,4.43,4.71,4.57,4.71,4.43,4.71,,f,1,0,1,0,0.41
948376628476924421,https://www.airbnb.com/rooms/948376628476924421,20241225160317,2024-12-25,city scrape,Intimate studio in Ghent center,"Studio 17 is an intimate apartment studio for up to 4 people at a stone’s throw from the medieval centre of Ghent. Located inside a nineteenth-century textile factory yet updated to meet modern standards, Studio 17 combines spacious and sunlit rooms with bespoke facilities, including a high-standard kitchen, hi-fi system and free wifi.<br /><br />Guests are offered a private and secure parking place adjacent to the apartment studio. Perfect for urban explorers looking to roam the streets of Ghent.",,https://a0.muscache.com/pictures/miso/Hosting-948376628476924421/original/6e4782ab-b230-4194-8d51-2e6674a56c8a.jpeg,529201358,https://www.airbnb.com/users/show/529201358,Kelly,2023-08-01,"Ghent, Belgium","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/585cbb6d-b17e-44bd-a87b-3d5a3481b200.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/585cbb6d-b17e-44bd-a87b-3d5a3481b200.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,f,,Sluizeken - Tolhuis - Ham,,51.06606,3.72728,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1,2,"[""Smoke alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Kitchen"", ""TV"", ""Outdoor dining area"", ""Free parking on premises"", ""First aid kit"", ""Pets allowed"", ""Wifi""]",$140.00,2,1125,2,2,2,1125,2.0,509.5,,t,15,24,46,223,2024-12-25,0,0,0,,,,,,,,,,,t,2,2,0,0,
948385220526031123,https://www.airbnb.com/rooms/948385220526031123,20241225160317,2024-12-25,previous scrape,Cozy Rent Belgium,"Dear guests,<br /><br />This stylish accommodation is perfect for group travel. <br /><br />We are happy to welcome you on the case . With us you will stay on a pleasant way. We are number 1 hospitality. This is the reason why we put everything from A to Z for you. In addition to the rooms we rent, this accommodation also has an apartment that you can rent with kitchen/shower, etc. We also offer every guest breakfast if you wish. Don't hesitate to contact us.",,https://a0.muscache.com/pictures/miso/Hosting-948385220526031123/original/7388b3db-aef9-4d96-9d0b-77f5efe96555.jpeg,529204792,https://www.airbnb.com/users/show/529204792,Dilcia,2023-08-01,,"",a few days or more,0%,0%,f,https://a0.muscache.com/defaults/user_pic-50x50.png?v=3,https://a0.muscache.com/defaults/user_pic-225x225.png?v=3,,1,1,['phone'],f,t,,Drongen,,51.0428503,3.6425934,Private room in guesthouse,Private room,2,,2 baths,8,,"[""Smoke alarm"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Washer"", ""Kitchen"", ""TV"", ""Free parking on premises"", ""First aid kit"", ""Wifi""]",,1,365,1,1,365,365,1.0,365.0,,t,29,58,88,268,2024-12-25,0,0,0,,,,,,,,,,,f,1,0,1,0,
948389463653794261,https://www.airbnb.com/rooms/948389463653794261,20241225160317,2024-12-25,city scrape,Spacious studio in Ghent center,"Studio 17 is an intimate apartment studio for up to 8 people at a stone’s throw from the medieval centre of Ghent. Located inside a nineteenth-century textile factory yet updated to meet modern standards, Studio 17 combines spacious and sunlit rooms with bespoke facilities, including a high-standard kitchen, hi-fi system and free wifi.<br /><br />With its intimate living room and open-plan kitchen, this studio is a deluxe hideaway for groups and families hoping to explore the city of Ghent’s many gems.",,https://a0.muscache.com/pictures/miso/Hosting-948389463653794261/original/24c86496-e141-411d-8bed-3ce55ef0a57b.jpeg,529201358,https://www.airbnb.com/users/show/529201358,Kelly,2023-08-01,"Ghent, Belgium","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/585cbb6d-b17e-44bd-a87b-3d5a3481b200.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/585cbb6d-b17e-44bd-a87b-3d5a3481b200.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,f,,Sluizeken - Tolhuis - Ham,,51.06605,3.72754,Entire guesthouse,Entire home/apt,4,1.0,1 bath,1,3,"[""Smoke alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Kitchen"", ""TV"", ""Outdoor dining area"", ""Free parking on premises"", ""First aid kit"", ""Wifi""]",$150.00,2,1125,2,2,2,1125,2.0,564.8,,t,15,21,38,215,2024-12-25,2,2,0,2024-07-26,2024-11-15,5.0,4.5,4.5,5.0,4.5,4.5,5.0,,t,2,2,0,0,0.39
948509093992446682,https://www.airbnb.com/rooms/948509093992446682,20241225160317,2024-12-25,city scrape,Deluxe,"Your stay at this romantic, memorable accommodation will stay with you for a long time. New boiler and extra heating provided",,https://a0.muscache.com/pictures/miso/Hosting-948509093992446682/original/d7bce3a8-fbaa-4e4b-a05d-71f0a7d4333b.jpeg,211173758,https://www.airbnb.com/users/show/211173758,Ken,2018-08-22,,"",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-211173758/original/bfc1eae9-8ce0-42e5-87d2-fa0b0023adae.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-211173758/original/bfc1eae9-8ce0-42e5-87d2-fa0b0023adae.jpeg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Muide - Meulestede - Afrikalaan,,51.06285829999999,3.7374648,Boat,Entire home/apt,2,2.5,2.5 baths,1,1,"[""Dishes and silverware"", ""Coffee"", ""Paid street parking off premises"", ""Coffee maker"", ""Bed linens"", ""Cooking basics"", ""Other induction stove"", ""Refrigerator"", ""Baking sheet"", ""Waterfront"", ""Private entrance"", ""Verschillende  shampoo"", ""Hot water"", ""Air conditioning"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Kitchen"", ""Dishwasher"", ""TV"", ""Self check-in"", ""Freezer"", ""Hair dryer"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Private backyard \u2013 Fully fenced"", ""City skyline view"", ""Single oven"", ""Harbor view"", ""Microwave"", ""Bathtub"", ""Hot water kettle"", ""Kayak"", ""Clothing storage"", ""Extra pillows and blankets"", ""Carbon monoxide alarm"", ""Body soap"", ""Lockbox"", ""Wifi""]",$185.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,16,22,22,229,2024-12-25,160,117,9,2023-08-11,2024-12-24,4.97,4.96,4.91,4.88,4.93,4.74,4.85,,t,1,1,0,0,9.54
950561943239161996,https://www.airbnb.com/rooms/950561943239161996,20241225160317,2024-12-25,city scrape,Historic Serenity Apartment Gent,"Indulge in the allure of Ghent's past at our Airbnb on historic Baudelostraat. Unravel tales of yesteryears amidst well-preserved structures, including the Abbey of Baudelo dating back to the 13th century. Immerse yourself in Flemish Renaissance facades and medieval townhouses, all while basking in the vibrant ambiance of a cultural epicenter. Discover the perfect blend of antiquity and innovation, beckoning history aficionados and curious travelers alike. Reserve your stay today!",,https://a0.muscache.com/pictures/miso/Hosting-950561943239161996/original/33f82c2a-9b9d-4bf3-9991-d5cd072fc9a9.jpeg,510845010,https://www.airbnb.com/users/show/510845010,Laura,2023-04-19,"Melle, Belgium","",within an hour,100%,100%,,https://a0.muscache.com/im/pictures/user/User-510845010/original/2e135097-5eb6-4d96-8908-6879df2bb6ca.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-510845010/original/2e135097-5eb6-4d96-8908-6879df2bb6ca.jpeg?aki_policy=profile_x_medium,,8,12,"['email', 'phone']",t,t,,Binnenstad,,51.05877,3.72583,Entire rental unit,Entire home/apt,3,1.5,1.5 baths,1,3,"[""Dishes and silverware"", ""Room-darkening shades"", ""Coffee"", ""Central heating"", ""Paid street parking off premises"", ""Bed linens"", ""Huismerk conditioner"", ""Cooking basics"", ""First aid kit"", ""Huismerk shampoo"", ""Paid parking on premises"", ""Baking sheet"", ""Hot water"", ""Wine glasses"", ""Smoke alarm"", ""Shower gel"", ""Kitchen"", ""Self check-in"", ""Coffee maker: espresso machine"", ""Freezer"", ""Huismerk body soap"", ""Laundromat nearby"", ""Hair dryer"", ""Clothing storage: closet"", ""Essentials"", ""Dining table"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Indoor fireplace"", ""Ethernet connection"", ""Hot water kettle"", ""Miele refrigerator"", ""Extra pillows and blankets"", ""Lockbox"", ""Wifi""]",$120.00,1,1125,1,1,1,1125,1.0,1114.8,,t,0,0,0,0,2024-12-25,30,15,0,2023-08-12,2024-06-30,4.4,4.3,4.1,4.37,4.6,4.93,4.47,,t,4,4,0,0,1.79
950609628691549510,https://www.airbnb.com/rooms/950609628691549510,20241225160317,2024-12-25,city scrape,Hotel Cour st George,Hotel has been completely renovated since 01/07/2023<br />From this charming accommodation you are so close to popular shops and restaurants.,,https://a0.muscache.com/pictures/miso/Hosting-950609628691549510/original/32093c95-8964-49f9-bffb-719c1f9dc259.jpeg,529668759,https://www.airbnb.com/users/show/529668759,Hotel,2023-08-03,"Ghent, Belgium","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/c3b72955-bf4d-4377-9523-329c66dafc21.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c3b72955-bf4d-4377-9523-329c66dafc21.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,,Binnenstad,,51.0546276,3.7262867,Room in hotel,Private room,2,1.0,1 shared bath,1,2,"[""Cooking basics"", ""First aid kit"", ""Shampoo"", ""Hot water"", ""Smoke alarm"", ""Long term stays allowed"", ""Heating"", ""Iron"", ""TV"", ""Self check-in"", ""Hair dryer"", ""Essentials"", ""Luggage dropoff allowed"", ""Building staff"", ""Fire extinguisher"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Hangers"", ""Crib"", ""Pets allowed"", ""Wifi""]",$96.00,1,365,1,1,1000,1125,1.0,1022.1,,t,17,38,66,83,2024-12-25,17,8,2,2023-08-07,2024-12-11,4.47,4.71,4.47,4.71,4.82,4.94,4.71,,t,1,0,1,0,1.01
951825489095848899,https://www.airbnb.com/rooms/951825489095848899,20241225160317,2024-12-25,previous scrape,Cozy apartment,"Spacious duplex apartment with 1 large bedroom in a lively area in the centre of Ghent (""Het Zuid""). <br />Shopping streets, historical centre, restaurants,.. all within walking distance!<br /><br />There is a kitchen, washer and dryer available so ideal for long stays.","""The South""",https://a0.muscache.com/pictures/miso/Hosting-951825489095848899/original/bf52bfb2-6469-454b-877f-20e28f2f7bbc.jpeg,52341746,https://www.airbnb.com/users/show/52341746,Nel,2015-12-26,"Ghent, Belgium","",within a few hours,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-52341746/original/c53a0d5a-6f9d-47b0-8622-900f9f40fc3a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-52341746/original/c53a0d5a-6f9d-47b0-8622-900f9f40fc3a.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Gent, Vlaams Gewest, Belgium",Binnenstad,,51.0500331,3.7307722,Entire rental unit,Entire home/apt,2,,1.5 baths,1,,"[""Dishes and silverware"", ""Oven"", ""Central heating"", ""Coffee maker"", ""Bed linens"", ""Private patio or balcony"", ""Cooking basics"", ""Refrigerator"", ""Gas stove"", ""Drying rack for clothing"", ""Hot water"", ""Long term stays allowed"", ""Washer"", ""Pets allowed"", ""Kitchen"", ""Iron"", ""Dishwasher"", ""Self check-in"", ""Freezer"", ""Laundromat nearby"", ""Hair dryer"", ""Outdoor dining area"", ""Essentials"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Bathtub"", ""Clothing storage: wardrobe"", ""Lockbox"", ""Wifi""]",,13,365,13,13,365,365,13.0,365.0,,t,27,57,63,330,2024-12-25,6,5,0,2023-10-31,2024-10-17,4.5,4.5,4.67,4.5,5.0,4.33,4.33,,f,1,1,0,0,0.43
951922622589850562,https://www.airbnb.com/rooms/951922622589850562,20241225160317,2024-12-25,city scrape,Ghent by the water,"Feel at home in this cozy apartment overlooking the water and close to the historic center.<br /><br />It overlooks the water and has a terrace at the back – perfect place to relax after a busy day. You are close to the historical center with history, culture, cozy bars and restaurants. You are also a few steps to the Watersportbaan and Blaarmeersen. <br /><br />You sleep there delightfully. Sun at the large window at the front of the morning, on the terrace at the back.","""Ghent by the water"" is situated in Coupure Links, in the waterfront near the Rosemary Bridge. There is a tram stop around the corner with a direct line to the Ghent Sint-Pieters train station. We are located on a bike street and on a kayak/canoe route. Also other boat rentals continue on the Coupure. A few minutes walk away are the ""Watersportbaan"" and ""Blaarmeersen"", ideal base for the traveler looking for sports and action or pure relaxation (like a beach!). Sports, relaxation and beautiful views are close by on one side, historic center and cozy streets on the other.",https://a0.muscache.com/pictures/miso/Hosting-951922622589850562/original/9a10756b-8cf4-4798-a8b5-5fcc5f3d3117.jpeg,466241106,https://www.airbnb.com/users/show/466241106,Caroline,2022-06-26,,"Ik ben verknocht aan Gent. We wonen zelf in de groene rand rond Brussel maar hebben ons hart verloren in het pittoreske Gent. Sinds onze studententijd, waar mijn man en ik elkaar ook leerden kennen, houden we van deze stad met z'n variatie en rijke geschiedenis.",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/User-466241106/original/89184b6e-ecc2-40d7-aec3-8259eaa4261b.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-466241106/original/89184b6e-ecc2-40d7-aec3-8259eaa4261b.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Gent, Vlaams Gewest, Belgium",Watersportbaan - Ekkergem,,51.05087741106436,3.710086792065419,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2,1,"[""Dishes and silverware"", ""Canal view"", ""Room-darkening shades"", ""Coffee"", ""Central heating"", ""Bed linens"", ""Private patio or balcony"", ""Cooking basics"", ""Stove"", ""Coffee maker: Nespresso"", ""Crib - available upon request"", ""First aid kit"", ""Refrigerator"", ""Paid parking on premises"", ""Shampoo"", ""Waterfront"", ""Private entrance"", ""River view"", ""Hot water"", ""Drying rack for clothing"", ""Wine glasses"", ""Smoke alarm"", ""Elevator"", ""Long term stays allowed"", ""Kitchen"", ""Iron"", ""TV"", ""Dishwasher"", ""Outdoor furniture"", ""Self check-in"", ""Freezer"", ""Stainless steel oven"", ""Lake access"", ""Laundromat nearby"", ""Hair dryer"", ""Toaster"", ""Outdoor dining area"", ""Essentials"", ""Dining table"", ""Luggage dropoff allowed"", ""Fire extinguisher"", ""Dedicated workspace"", ""Hangers"", ""Cleaning products"", ""Mosquito net"", ""High chair"", ""Microwave"", ""Hot water kettle"", ""Conditioner"", ""Extra pillows and blankets"", ""Clothing storage: wardrobe"", ""Body soap"", ""Lockbox"", ""Wifi""]",$240.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,16,27,50,273,2024-12-25,9,2,0,2023-08-27,2024-03-31,4.78,4.89,4.78,4.89,4.78,4.89,4.56,,t,1,1,0,0,0.55
